federal_action_obligation,total_dollars_obligated,total_outlayed_amount_for_overall_award,current_total_value_of_award,awarding_agency_name,awarding_office_name,funding_agency_name,funding_office_name,recipient_name,recipient_city_name,recipient_county_name,recipient_state_name,primary_place_of_performance_country_name,transaction_description,prime_award_base_transaction_description,action_type,product_or_service_code_description,naics_description,recovered_materials_sustainability_code,domestic_or_foreign_entity,small_business_competitiveness_demonstration_program,alaskan_native_corporation_owned_firm,american_indian_owned_business,indian_tribe_federally_recognized,native_hawaiian_organization_owned_firm,tribally_owned_firm,veteran_owned_business,service_disabled_veteran_owned_business,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,minority_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size,emerging_small_business,us_federal_government,federally_funded_research_and_development_corp,federal_agency,usaspending_permalink
648674.0,5000000.0,1303285.07,5000000.0,Environmental Protection Agency,REGION 3 CONTRACTING OFFICE,Environmental Protection Agency,REGION 3 (FUNDING OFFICE),ENVIRONMENTAL RESTORATION LLC,FENTON,ST. LOUIS,MISSOURI,UNITED STATES,WV TIRE,WV TIRE,FUNDING ONLY ACTION,OTHER ENVIRONMENTAL SERVICES,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0322F0090_6800_68HE0322D0001_6800/
0.0,4994000.0,434695.39,4994000.0,Environmental Protection Agency,REGION 9 CONTRACTING OFFICE,Environmental Protection Agency,REGION 9 (FUNDING OFFICE),"ENVIRONMENTAL QUALITY MANAGEMENT, INC",CINCINNATI,HAMILTON,OHIO,UNITED STATES,MOD P00007 DEDEDO TRANSFER STATION TASK ORDER ON THE ERRS 5 CONTRACT NO. 68HE0919D0001. TO NO. D0001-9051. THIS TO AMENDMENT CHANGES THE OSC FROM JEREMY JOHNSTONE TO ERIC NUCHIMS AND OLIVIA TROMBADORE. ALL OTHER REQUIREMENTS OF THE SOW REMAIN UNCHA,DEDEDO TRANSFER STATION TASK ORDER ON THE ERRS 5 CONTRACT NO. 68HE0919D0001. TO NO. D0001-9051.,OTHER ADMINISTRATIVE ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0922F0008_6800_68HE0919D0001_6800/
544000.0,4994000.0,434695.39,4994000.0,Environmental Protection Agency,REGION 9 CONTRACTING OFFICE,Environmental Protection Agency,REGION 9 (FUNDING OFFICE),"ENVIRONMENTAL QUALITY MANAGEMENT, INC",CINCINNATI,HAMILTON,OHIO,UNITED STATES,"MOD P00006 DEDEDO TRANSFER STATION TASK ORDER ON THE ERRS 5 CONTRACT NO. 68HE0919D0001. TO NO. D0001-9051. INCREASE THE TASK ORDER CEILING AND FUNDING AMOUNT BY $544K WHICH BRINGS IT FROM $4,450,000.00 TO $4,994,000.00",DEDEDO TRANSFER STATION TASK ORDER ON THE ERRS 5 CONTRACT NO. 68HE0919D0001. TO NO. D0001-9051.,FUNDING ONLY ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0922F0008_6800_68HE0919D0001_6800/
0.0,2939496.96,2018914.45,4991391.36,Environmental Protection Agency,INFORMATION TECHNOLOGY ACQ DIV (ITA,Environmental Protection Agency,OFC OF MISSION SUPT (OMS) (FUNDING),"KEYLOGIC ASSOCIATES, INC.",OAK RIDGE,ANDERSON,TENNESSEE,UNITED STATES,EPA METADATA SUPPORT SERVICES,EPA METADATA SUPPORT SERVICES,FUNDING ONLY ACTION,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,OTHER COMPUTER RELATED SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERD21F0010_6800_GS35F410DA_4732/
50000.0,2989496.96,2018914.45,4991391.36,Environmental Protection Agency,INFORMATION TECHNOLOGY ACQ DIV (ITA,Environmental Protection Agency,OFC OF MISSION SUPT (OMS) (FUNDING),"KEYLOGIC ASSOCIATES, INC.",OAK RIDGE,ANDERSON,TENNESSEE,UNITED STATES,EPA METADATA SUPPORT SERVICES,EPA METADATA SUPPORT SERVICES,FUNDING ONLY ACTION,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,OTHER COMPUTER RELATED SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERD21F0010_6800_GS35F410DA_4732/
120000.0,4983058.85,3815770.47,4983058.85,Environmental Protection Agency,REGION 9 CONTRACTING OFFICE,Environmental Protection Agency,REGION 9 (FUNDING OFFICE),"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC., PBC",HUNT VALLEY,BALTIMORE,MARYLAND,UNITED STATES,THE PURPOSE OF THIS UNILATERAL MODIFICATION IS PROVIDE INCREMENTAL FUNDING FOR OCNB TO#45,"THE PURPOSE OF THIS TASK ORDER IS TO ASSIST EPA IN IMPLEMENTING PHASE I OF THE COMPREHENSIVE REMEDIAL INVESTIGATION (RI) FOR THE ORANGE COUNTY NORTH BASIN (OCNB) SITE IN ORANGE COUNTY, CALIFORNIA.",FUNDING ONLY ACTION,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,REMEDIATION SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0920F0075_6800_EPS91401_6800/
0.0,4983058.85,3815770.47,4983058.85,Environmental Protection Agency,REGION 9 CONTRACTING OFFICE,Environmental Protection Agency,REGION 9 (FUNDING OFFICE),"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC., PBC",HUNT VALLEY,BALTIMORE,MARYLAND,UNITED STATES,THE PURPOSE OF THIS BILATERAL MODIFICATION IS INCORPORATE A SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE FOR OCNB TO#45,"THE PURPOSE OF THIS TASK ORDER IS TO ASSIST EPA IN IMPLEMENTING PHASE I OF THE COMPREHENSIVE REMEDIAL INVESTIGATION (RI) FOR THE ORANGE COUNTY NORTH BASIN (OCNB) SITE IN ORANGE COUNTY, CALIFORNIA.",SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,REMEDIATION SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0920F0075_6800_EPS91401_6800/
1600000.0,3463897.0,812950.05,4949716.0,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),S C & A INC,ARLINGTON,ARLINGTON,VIRGINIA,UNITED STATES,"EARTH MISSION SUPPORT ""EXECUTIVE SUPPORT FOR THE OFFICE OF AIR AND RADIATION SUPPLEMENTAL FUNDING IMPLEMENTATION"" THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION PERIOD I.","EARTH MISSION SUPPORT ""EXECUTIVE SUPPORT FOR THE OFFICE OF AIR AND RADIATION SUPPLEMENTAL FUNDING IMPLEMENTATION""",EXERCISE AN OPTION,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,D,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH23F0134_6800_68HERH22A0029_6800/
869374.0,4932683.0,1800843.04,4932683.0,Environmental Protection Agency,REGION 2 CONTRACTING OFFICE,Environmental Protection Agency,REGION 2 (FUNDING OFFICE),CDM FEDERAL PROGRAMS CORPORATION,FAIRFAX,FAIRFAX,VIRGINIA,UNITED STATES,"NEWTOWN CREEK OU1 - REMEDIAL INVESTIGATION/FEASIBILITY STUDY OVERSIGHT - EXERCISE OPTIONS 3001, 3002, 3003 AND 3004.",NEWTOWN CREEK OU1 -  REMEDIAL INVESTIGATION/FEASIBILITY STUDY OVERSIGHT,EXERCISE AN OPTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0221F0021_6800_68HE0318D0003_6800/
-209627.75,3790283.27,2829704.53,4914352.44,Environmental Protection Agency,REGION 8 CONTRACTING OFFICE,Environmental Protection Agency,REGION 8 (FUNDING OFFICE),GILBANE AECOM JV,CONCORD,CONTRA COSTA,CALIFORNIA,UNITED STATES,BILLINGS TETRACHLOROETHENE (PCE) GROUNDWATER SITE (BPCE SITE) VAPOR INTRUSION OPERABLE UNIT 01,BILLINGS TETRACHLOROETHENE (PCE) GROUNDWATER SITE (BPCE SITE) VAPOR INTRUSION OPERABLE UNIT 01,OTHER ADMINISTRATIVE ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0821F0070_6800_68HE0318D0008_6800/
0.0,4898531.71,1496399.64,4907970.28,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,REGION 6 (FUNDING OFFICE),CDM A JOINT VENTURE,FAIRFAX,FAIRFAX,VIRGINIA,UNITED STATES,"TASK ORDER TITLE: REMEDIAL ACTION FRAMEWORK (RAF) / REMEDIATION ENVIRONMENTAL SERVICES (RES) TASK ORDER - U.S. EPA REGION 6 MARION PRESSURE TREATING COMPANY SUPERFUND SITE REMEDIATION IN MARION, LOUISIANA.","REMEDIAL ACTION FRAMEWORK (RAF) / REMEDIATION ENVIRONMENTAL SERVICES (RES) TASK ORDER - U.S. EPA REGION 6 MARION PRESSURE TREATING COMPANY SUPERFUND SITE REMEDIATION IN MARION, LOUISIANA",SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH22F0309_6800_68HERH19D0006_6800/
0.0,4886245.0,3285214.41,4886245.0,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),ENVIRONMENTAL RESTORATION LLC,FENTON,ST. LOUIS,MISSOURI,UNITED STATES,"REGION 5, ERRS V, ORTEK SITE (C5DJ), REASON FOR MODIFICATION: TEMPORARY CHANGE IN TOCOR","REGION 5, ERRS V, TASK ORDER FOR ORTEK SITE (C5DJ)",OTHER ADMINISTRATIVE ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0522F0047_6800_68HE0422D0004_6800/
800000.0,4886245.0,3285214.41,4886245.0,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),ENVIRONMENTAL RESTORATION LLC,FENTON,ST. LOUIS,MISSOURI,UNITED STATES,"REGION 5, ERRS V, ORTEK SITE (C5DJ), REASON FOR MODIFICATION: FUNDING ONLY ACTION $800,000.00","REGION 5, ERRS V, TASK ORDER FOR ORTEK SITE (C5DJ)",FUNDING ONLY ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0522F0047_6800_68HE0422D0004_6800/
0.0,4813666.06,2351365.25,4813666.06,Environmental Protection Agency,REGION 9 CONTRACTING OFFICE,Environmental Protection Agency,REGION 9 (FUNDING OFFICE),"ENVIRONMENTAL QUALITY MANAGEMENT, INC",CINCINNATI,HAMILTON,OHIO,UNITED STATES,"TYPHOON MAWAR RESPONSE, NEW TASK ORDER ON THE ERRS 5 CONTRACT #68HE0919D0001.  TO #D0001-9057  MA # 4715DR-GU-EPA-03, 09K0XTB THIS TO AMENDMENT 06 CHANGES THE OSC FROM JEREMY JOHNSTONE/OLIVIA TROMBADORE TO STEVE CALANOG. ALL OTHER REQUIREMENTS OF T","TYPHOON MAWAR RESPONSE, NEW TASK ORDER ON THE ERRS 5 CONTRACT #68HE0919D0001.  TO #D0001-9057  MA # 4715DR-GU-EPA-03, 09K0XTB",OTHER ADMINISTRATIVE ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0923F0057_6800_68HE0919D0001_6800/
0.0,4813666.06,2351365.25,4813666.06,Environmental Protection Agency,REGION 9 CONTRACTING OFFICE,Environmental Protection Agency,REGION 9 (FUNDING OFFICE),"ENVIRONMENTAL QUALITY MANAGEMENT, INC",CINCINNATI,HAMILTON,OHIO,UNITED STATES,"TYPHOON MAWAR RESPONSE, NEW TASK ORDER ON THE ERRS 5 CONTRACT #68HE0919D0001.  TO #D0001-9057  MA # 4715DR-GU-EPA-03, 09K0XTB","TYPHOON MAWAR RESPONSE, NEW TASK ORDER ON THE ERRS 5 CONTRACT #68HE0919D0001.  TO #D0001-9057  MA # 4715DR-GU-EPA-03, 09K0XTB",OTHER ADMINISTRATIVE ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0923F0057_6800_68HE0919D0001_6800/
1238221.0,4429078.0,2623321.66,4801538.0,Environmental Protection Agency,INFORMATION TECHNOLOGY ACQ DIV (ITA,Environmental Protection Agency,OFC LANDEMERG MGMT (OLEM)(FUNDING),LINTECH GLOBAL INC,FARMINGTON HILLS,OAKLAND,MICHIGAN,UNITED STATES,"US EPA ERT FIELD INFORMATION MANAGEMENT APPLICATION SUPPORT - TO EXERCISE OPTION PERIOD II AND TO ADD INCREMENTAL FUNDING FOR OPTION PERIOD II IN THE AMOUNT OF $1,238,221.00 & ADD MICHAEL HOPPE AS THE ALT COR.",US EPA ERT FIELD INFORMATION MANAGEMENT APPLICATION SUPPORT,EXERCISE AN OPTION,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERD22F0017_6800_75N98120D00026_7529/
199377.0,4076455.78,2635426.51,4791990.96,Environmental Protection Agency,REGION 6 CONTRACTING OFFICE,Environmental Protection Agency,REGION 6 (FUNDING OFFICE),"VERACITY CONSULTING, INC.",OVERLAND PARK,JOHNSON,KANSAS,UNITED STATES,REGIONAL INFORMATION TECHNOLOGY SERVICES AND SUPPORT (RITSS)  REGION 6 HELP DESK SUPPORT SERVICES -  MOD P00018 FOR INCREMENTAL FUNDING PERIOD OF PERFORMANCE - 10/01/2023-09/30/2024.,REGIONAL INFORMATION TECHNOLOGY SERVICES AND SUPPORT (RITSS) REGION 6 HELP DESK SUPPORT SERVICES,FUNDING ONLY ACTION,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,OTHER COMPUTER RELATED SERVICES,C,U.S. OWNED BUSINESS,f,f,t,f,f,f,f,f,t,t,t,t,f,f,f,t,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0620F0013_6800_68HE0920D0006_6800/
0.0,3877078.78,2635426.51,4791990.96,Environmental Protection Agency,REGION 6 CONTRACTING OFFICE,Environmental Protection Agency,REGION 6 (FUNDING OFFICE),"VERACITY CONSULTING, INC.",OVERLAND PARK,JOHNSON,KANSAS,UNITED STATES,REGIONAL INFORMATION TECHNOLOGY SERVICES AND SUPPORT (RITSS)  REGION 6 HELP DESK SUPPORT SERVICES -   PERIOD OF PERFORMANCE - 10/01/2023-09/30/2024.,REGIONAL INFORMATION TECHNOLOGY SERVICES AND SUPPORT (RITSS) REGION 6 HELP DESK SUPPORT SERVICES,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,OTHER COMPUTER RELATED SERVICES,C,U.S. OWNED BUSINESS,f,f,t,f,f,f,f,f,t,t,t,t,f,f,f,t,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0620F0013_6800_68HE0920D0006_6800/
0.0,4784559.01,32522.35,4784559.01,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),"CH2M HILL, INC",ENGLEWOOD,DENVER,COLORADO,UNITED STATES,"FRANKLIN ST GROUNDWATER CONTAMINATION SUPERFUND SITE: RAF, DES, CLIN 0002, RI/FS TO  THE PURPOSE OF P1:  IMPLEMENT RFI #001 SCOPE CHANGE: 1) REMOVE THE REQUIREMENT TO SAMPLE SOURCE AREA SOILS FOR ASBESTOS (TASK 2.1.3.1 AND TASK 2.1.4.6)",FRANKLIN STREET RI/FS,CHANGE ORDER,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0523F0103_6800_68HE0318D0004_6800/
0.0,4726332.88,171578.29,4775936.92,Environmental Protection Agency,REGION 5 CONTRACTING OFFICE,Environmental Protection Agency,REGION 5 (FUNDING OFFICE),"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC., PBC",HUNT VALLEY,BALTIMORE,MARYLAND,UNITED STATES,"DONNELSVILLE CONTAMINATED AQUIFER SUPERFUND SITE: RAF, DES, CLIN 002, RI/FS TO  ADMINISTRATIVE MODIFICATION: THE PURPOSE OF MODIFICATION P00002: 1) CHANGE TOCOR TO RAYMOND HLADOVCAK (PREV. DAVID FRANC)",AWARD OF DES TASK ORDER DONNELSVILE CONTAMINATED AQUIFER SUPERFUND SITE,OTHER ADMINISTRATIVE ACTION,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,F,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0522F0134_6800_68HE0318D0005_6800/
135000.0,1388154.0,495547.86,4725594.41,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),SRC INC,NORTH SYRACUSE,ONONDAGA,NEW YORK,UNITED STATES,"ID/IQ CHEMICAL SCREENING REVIEW AND/OR EVALUATION OF NEW, EXISTING AND SAFER CHOICE CHEMICAL SUBSTANCES (CESSD) TASK ORDER: SUPPORT FOR SAFER CHEMICAL INGREDIENTS LIST AND LOW PRIORITY CANDIDATE DESIGNATED UNDER TSCA",SUPPORT FOR SAFER CHEMICAL INGREDIENTS LIST AND LOW PRIORITY CANDIDATE DESIGNATED UNDER TSCA,FUNDING ONLY ACTION,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH19F0183_6800_68HERH19D0022_6800/
0.0,4702693.0,2281112.08,4702693.0,Environmental Protection Agency,CINCINNATI ACQUISITION DIV (CAD),Environmental Protection Agency,OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),"PB&A/CSS JV, LLC.",AUSTIN,TRAVIS,TEXAS,UNITED STATES,ID/IQ CONTRACT: TECHNICAL SUPPORT FOR THE ASSESSMENT OF  PESTICIDE REGULATION ACTIVITIES TASK ORDER: REVIEW & EVALUATION OF ECOLOGICAL EFFECTS AND FATE  AND TRANSPORT STUDIES,ID/IQ CONTRACT: TECHNICAL SUPPORT FOR THE ASSESSMENT OF PESTICIDE REGULATION ACTIVITIES TASK ORDER: REVIEW & EVALUATION OF ECOLOGICAL EFFECTS AND FATE AND TRANSPORT STUDIES,FUNDING ONLY ACTION,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL CONSULTING SERVICES,B,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERC22F0556_6800_68HERC22D0017_6800/
1269860.79,4671622.98,343570.49,4671622.98,Environmental Protection Agency,REGION 9 CONTRACTING OFFICE,Environmental Protection Agency,REGION 9 (FUNDING OFFICE),"TETRA TECH, INC.",OAKLAND,ALAMEDA,CALIFORNIA,UNITED STATES,THE PURPOSE OF THIS BILATERAL MOD IS TO ADD SCOPE AND FUNDING. CONTRACTOR WILL PERFORM ENGINEERING EVALUATION/COST ANALYSIS (EE/CA) AND RELATED TASKS AT THE QUIVIRA MINE FOR THE RESPONSE ASSESSMENT AND EVALUATION SERVICES CONTRACT.,CONTRACTOR WILL PERFORM ENGINEERING EVALUATION/COST ANALYSIS (EE/CA) AND RELATED TASKS AT THE QUIVIRA MINE FOR THE RESPONSE ASSESSMENT AND EVALUATION SERVICES (RAES) II CONTRACT FOR EPA FOR REGIONS 6 & 9.,CHANGE ORDER,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL CONSULTING SERVICES,A,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HE0923F0041_6800_68HE0923D0002_6800/
-161034.05,2606300.68,267590.37,4648974.95,Environmental Protection Agency,REGION 9 CONTRACTING OFFICE,Environmental Protection Agency,REGION 9 (FUNDING OFFICE),"ONEIDA TOTAL INTEGRATED ENTERPRISES, LLC",VENTURA,VENTURA,CALIFORNIA,UNITED STATES,THIS MOD IS TO CLOSEOUT AND DE-OBLIGATE EXCESS FUNDING.,"IGF::OT::IGF - A&E ENVIRONMENTAL SERVICES, GLENDALE CHROME RIFS",CLOSE OUT,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,REMEDIATION SERVICES,B,U.S. OWNED BUSINESS,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,t,f,SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_0005_6800_EPS91301_6800/
499017.5,4556768.06,3395866.3,4638364.0,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),EASTERN RESEARCH GROUP INC,LEXINGTON,MIDDLESEX,MASSACHUSETTS,UNITED STATES,THE PURPOSE OF THIS MODIFICATION IS TO ADD FUNDS.,SUPPORT FOR CAMD OPERATIONS,FUNDING ONLY ACTION,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH21F0230_6800_68HERH19D0028_6800/
-11426.96,3857750.56,3395866.3,4638364.0,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),EASTERN RESEARCH GROUP INC,LEXINGTON,MIDDLESEX,MASSACHUSETTS,UNITED STATES,THE PURPOSE OF THIS MODIFICATION IS TO DEOBLIGATE FUNDS.,SUPPORT FOR CAMD OPERATIONS,FUNDING ONLY ACTION,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH21F0230_6800_68HERH19D0028_6800/
200000.0,4057750.56,3395866.3,4638364.0,Environmental Protection Agency,HEADQUARTERS ACQUISITION DIV (HQAD),Environmental Protection Agency,OFC FOR AIR  RAD (OAR) (FUNDING),EASTERN RESEARCH GROUP INC,LEXINGTON,MIDDLESEX,MASSACHUSETTS,UNITED STATES,THE PURPOSE OF THIS MODIFICATION IS TO ADD FUNDS.,SUPPORT FOR CAMD OPERATIONS,FUNDING ONLY ACTION,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,C,U.S. OWNED BUSINESS,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,OTHER THAN SMALL BUSINESS,f,f,f,f,https://www.usaspending.gov/award/CONT_AWD_68HERH21F0230_6800_68HERH19D0028_6800/
